OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
19973,SIMOB,1,,,,2,366.5,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany
19974,RICSU,1,,,,2,256.0,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
19975,SUPRD,4,,,,2,100.0,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK
19976,FURIB,4,,,,2,230.0,Spécialités du monde,"25, rue Lauriston",Paris,Western Europe,75016,France
19977,VINET,1,,,,2,281.75,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
19978,FRANK,1,,,,1,454.0,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
19979,LETSS,6,,,,3,98.75,Spécialités du monde,"25, rue Lauriston",Paris,Western Europe,75016,France
19980,CHOPS,4,,,,2,429.75,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,5023,Mexico
19981,OLDWO,1,,,,1,358.25,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France
19982,THEBI,7,,,,1,280.0,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany
19983,BONAP,1,,,,2,274.25,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
19984,EASTC,5,,,,2,351.75,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark
19985,SPLIR,9,,,,2,38.0,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
19986,FOLKO,2,,,,1,60.0,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,5033,Mexico
19987,AROUT,6,,,,1,502.25,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
19988,FOLIG,2,,,,3,426.75,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
19989,LAMAI,2,,,,1,429.0,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
19990,CHOPS,1,,,,3,429.75,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
19991,REGGC,9,,,,1,36.5,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
19992,GOURL,5,,,,3,270.75,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,5033,Mexico
19993,EASTC,1,,,,1,185.5,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
19994,WELLI,2,,,,1,362.0,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,5033,Mexico
19995,LETSS,4,,,,2,62.0,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
19996,COMMI,4,,,,3,277.5,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
19997,SEVES,7,,,,1,429.5,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA
19998,KOENE,3,,,,2,267.25,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
19999,RICSU,7,,,,2,76.5,B-s Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
20000,GREAL,9,,,,1,155.0,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
20001,BERGS,6,,,,1,127.0,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland
20002,SPLIR,8,,,,3,35.5,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France
20003,BOTTM,5,,,,3,405.75,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,5033,Mexico
20004,WARTH,7,,,,3,373.25,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
20005,RICSU,6,,,,1,82.75,B-s Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
20006,CACTU,9,,,,3,94.75,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,5033,Mexico
20007,QUICK,6,,,,3,447.5,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
20008,MAGAA,4,,,,1,228.75,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
20009,NORTS,2,,,,1,128.75,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
20010,FRANR,6,,,,3,436.5,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
20011,OLDWO,4,,,,1,188.75,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
20012,ANTON,3,,,,1,107.5,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
20013,SAVEA,1,,,,2,529.25,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
20014,SPECD,5,,,,1,222.0,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
20015,LONEP,9,,,,1,323.0,La corne d-abondance,"67, avenue de l-Europe",Versailles,Western Europe,78000,France
20016,LILAS,1,,,,3,148.0,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland
20017,OCEAN,3,,,,1,469.75,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
20018,ANATR,8,,,,1,207.25,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
20019,CACTU,9,,,,1,65.0,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
20020,SPECD,7,,,,1,78.75,Trail-s Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA
20021,PARIS,4,,,,3,364.75,Alfred-s Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
20022,KOENE,3,,,,3,444.0,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
20023,LACOR,1,,,,3,180.25,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA
20024,SAVEA,6,,,,1,87.5,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
20025,SPECD,9,,,,3,191.5,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
20026,GODOS,5,,,,3,399.5,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
20027,TOMSP,8,,,,1,227.0,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
20028,SANTG,5,,,,3,207.75,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,4179,Germany
20029,VAFFE,8,,,,2,219.25,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA
20030,LACOR,7,,,,3,46.0,B-s Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
20031,HANAR,8,,,,2,90.5,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal
20032,Val2 ,3,,,,2,427.0,Bon app-,"12, rue des Bouchers",Marseille,Western Europe,13008,France
20033,MEREP,5,,,,3,206.5,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany
20034,FISSA,5,,,,2,425.0,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
20035,GROSR,1,,,,2,44.5,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
20036,WHITC,9,,,,1,100.5,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland
20037,VICTE,6,,,,1,156.75,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain
20038,LINOD,3,,,,2,165.25,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland
20039,PRINI,6,,,,2,466.0,Alfred-s Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
20040,WELLI,6,,,,2,396.5,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
20041,WARTH,5,,,,3,493.0,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
20042,FOLKO,5,,,,3,79.0,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
20043,LACOR,3,,,,2,176.75,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
20044,TOMSP,4,,,,1,161.5,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
20045,GALED,5,,,,1,48.0,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland
20046,PARIS,2,,,,3,458.5,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,5033,Mexico
20047,EASTC,1,,,,2,376.5,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,5021,Mexico
20048,TRADH,5,,,,1,114.75,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,5021,Mexico
20049,VICTE,2,,,,1,442.0,Spécialités du monde,"25, rue Lauriston",Paris,Western Europe,75016,France
20050,LAMAI,2,,,,3,80.75,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
20051,REGGC,7,,,,2,256.0,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
20052,FOLIG,8,,,,1,240.0,B-s Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
20053,TOMSP,4,,,,3,460.25,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina
20054,MEREP,8,,,,2,253.5,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
20055,PARIS,8,,,,3,329.0,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
20056,QUEDE,9,,,,1,123.0,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
20057,CENTC,1,,,,3,256.75,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
20058,FRANR,9,,,,1,324.0,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
20059,DUMON,9,,,,3,364.0,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
20060,BONAP,8,,,,3,170.25,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
20061,OTTIK,5,,,,1,503.0,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
20062,LACOR,4,,,,2,475.25,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
20063,QUICK,5,,,,2,309.75,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA
20064,BLONP,9,,,,1,107.0,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
20065,SIMOB,7,,,,3,265.75,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
20066,FOLIG,7,,,,2,499.25,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
20067,DUMON,6,,,,3,544.0,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France
20068,WILMK,8,,,,1,377.25,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,South America,1081,Venezuela
20069,GROSR,2,,,,3,166.0,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
20070,LILAS,3,,,,1,462.5,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
20071,SIMOB,2,,,,1,53.5,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
20072,REGGC,5,,,,1,38.75,Bon app-,"12, rue des Bouchers",Marseille,Western Europe,13008,France
20073,ISLAT,1,,,,2,342.25,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA
20074,BLAUS,7,,,,1,264.25,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
20075,PERIC,8,,,,1,283.0,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland
20076,SIMOB,7,,,,1,119.5,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,5033,Mexico
20077,MAISD,7,,,,1,30.25,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
20078,MAISD,7,,,,2,230.0,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
20079,TOMSP,8,,,,3,339.75,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
20080,REGGC,3,,,,2,73.5,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
20081,VINET,4,,,,3,197.25,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland
20082,PARIS,3,,,,3,83.5,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
20083,QUICK,3,,,,2,201.0,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
20084,SEVES,2,,,,2,120.5,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
20085,WOLZA,9,,,,1,91.75,Spécialités du monde,"25, rue Lauriston",Paris,Western Europe,75016,France
20086,VINET,3,,,,2,160.25,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain
20087,RICSU,3,,,,2,82.25,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
20088,RICAR,8,,,,3,32.75,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,5022,Mexico
20089,LEHMS,6,,,,2,257.25,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark
20090,PARIS,7,,,,1,164.0,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
20091,BLONP,8,,,,1,320.25,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
20092,SANTG,5,,,,2,487.5,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
20093,SUPRD,7,,,,3,88.5,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
20094,HUNGO,5,,,,3,415.25,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
20095,RICSU,5,,,,3,32.25,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
20096,THECR,3,,,,3,244.0,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina
20097,BONAP,9,,,,2,302.25,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
20098,TOMSP,7,,,,1,253.0,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
20099,FURIB,2,,,,2,441.25,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
20100,LAZYK,5,,,,3,396.5,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
20101,VAFFE,9,,,,1,493.0,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
20102,PRINI,7,,,,1,336.75,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
20103,VICTE,4,,,,1,44.0,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
20104,ALFKI,3,,,,2,157.0,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
20105,RICAR,3,,,,2,172.5,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
20106,RATTC,5,,,,2,155.75,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina
20107,VAFFE,1,,,,2,288.25,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
20108,RATTC,2,,,,2,311.25,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
20109,MORGK,5,,,,2,198.25,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
20110,OCEAN,2,,,,2,192.5,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
20111,KOENE,5,,,,2,281.5,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain
20112,WOLZA,4,,,,3,163.0,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
20113,LILAS,6,,,,3,265.25,La corne d-abondance,"67, avenue de l-Europe",Versailles,Western Europe,78000,France
20114,QUEEN,2,,,,1,458.5,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain
20115,FAMIA,6,,,,2,217.75,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA
20116,VALON,1,,,,3,253.25,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
20117,MAGAA,6,,,,2,416.0,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
20118,VICTE,9,,,,3,266.5,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
20119,BOLID,9,,,,3,545.25,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
20120,GALED,4,,,,1,440.25,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
20121,SAVEA,9,,,,1,120.5,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
20122,MAGAA,7,,,,1,341.0,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
20123,GROSR,2,,,,2,94.0,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany
20124,WILMK,7,,,,3,254.0,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain
20125,FOLKO,7,,,,2,302.0,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
20126,ISLAT,8,,,,3,381.25,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
20127,HUNGC,7,,,,3,74.25,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
20128,CHOPS,1,,,,2,20.5,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
20129,THECR,2,,,,3,370.25,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,Western Europe,51100,France
20130,WOLZA,6,,,,1,399.0,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France
20131,ANTON,6,,,,3,57.0,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina
20132,CONSH,8,,,,3,513.5,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
20133,GROSR,6,,,,2,513.5,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
20134,FOLKO,6,,,,2,394.0,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA
20135,BOTTM,6,,,,1,86.25,Trail-s Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA
20136,VICTE,1,,,,2,239.75,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark
20137,MEREP,3,,,,3,62.5,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain
20138,HILAA,2,,,,3,82.75,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
20139,OTTIK,1,,,,3,266.0,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France
20140,SIMOB,4,,,,2,25.75,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,South America,1081,Venezuela
20141,REGGC,1,,,,1,486.75,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
20142,FAMIA,1,,,,2,182.75,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
20143,LAUGB,3,,,,3,264.0,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
20144,WILMK,1,,,,2,450.75,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
20145,PICCO,5,,,,3,460.5,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
20146,MORGK,4,,,,2,458.0,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
20147,VINET,9,,,,2,240.75,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
20148,BOLID,1,,,,2,163.5,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
20149,VICTE,8,,,,1,221.75,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
20150,FAMIA,4,,,,2,228.75,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
20151,LACOR,4,,,,2,233.5,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany
20152,BLAUS,9,,,,3,212.25,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA
20153,RICSU,1,,,,2,338.75,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
20154,DUMON,8,,,,2,345.5,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
20155,CONSH,4,,,,1,431.0,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
20156,LEHMS,9,,,,3,231.25,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
20157,HUNGC,6,,,,1,118.5,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
20158,NORTS,6,,,,1,298.25,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
20159,VINET,2,,,,1,167.25,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA
20160,TRADH,8,,,,1,280.5,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA
20161,FURIB,6,,,,1,366.75,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
20162,WOLZA,6,,,,2,215.75,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
20163,KOENE,8,,,,3,265.75,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland
20164,MAGAA,9,,,,3,429.25,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
20165,DRACD,9,,,,2,302.25,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
20166,FRANS,3,,,,2,367.0,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
20167,LONEP,3,,,,1,257.5,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
20168,WANDK,8,,,,2,448.0,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
20169,QUICK,6,,,,2,359.25,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
20170,LONEP,9,,,,2,81.5,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
20171,WARTH,4,,,,3,316.5,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
20172,HUNGO,8,,,,1,11.25,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France
20173,SUPRD,5,,,,2,246.25,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
20174,REGGC,1,,,,2,78.75,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
20175,MAISD,9,,,,2,473.75,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
20176,WELLI,5,,,,2,275.25,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France
20177,VICTE,3,,,,1,145.5,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
20178,LAUGB,9,,,,2,65.75,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
20179,PICCO,2,,,,2,339.75,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
20180,CACTU,4,,,,3,364.5,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
20181,TORTU,6,,,,1,172.75,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
20182,PRINI,2,,,,2,75.0,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain
20183,SUPRD,9,,,,1,209.25,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,South America,1081,Venezuela
20184,ISLAT,4,,,,3,219.5,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK
20185,MAGAA,2,,,,1,76.0,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland
20186,OCEAN,6,,,,1,210.25,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy
20187,QUEEN,1,,,,1,348.5,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA
20188,FISSA,6,,,,3,323.0,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
20189,ANTON,1,,,,1,339.5,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
20190,TORTU,4,,,,1,451.0,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
20191,RANCH,8,,,,1,174.0,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
20192,SPECD,2,,,,1,73.0,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
20193,BLAUS,4,,,,2,491.5,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal
20194,FURIB,2,,,,3,309.25,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
20195,MORGK,4,,,,3,174.75,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
20196,VINET,5,,,,3,352.25,Trail-s Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA
20197,LAUGB,3,,,,3,88.5,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
20198,MAISD,8,,,,3,269.5,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France
20199,LILAS,7,,,,2,162.5,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK
20200,GODOS,2,,,,3,356.25,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA
20201,LILAS,2,,,,1,145.5,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
